Country,Total,Solid Fuel,Liquid Fuel,Gas Fuel,Cement,Gas Flaring,Per Capita,Bunker fuels (Not in Total)
MAURITANIA,379,0,352,0,27,0,0.13,20
MAURITIUS,835,205,630,0,0,0,0.68,191
MEXICO,120046,11588,74562,27812,4569,1515,1.16,2904
MONGOLIA,2191,1742,427,0,22,0,0.88,0
MONTSERRAT,10,0,10,0,0,0,2.02,1
MOROCCO,10243,3339,5469,22,1414,0,0.34,261
MOZAMBIQUE,523,0,440,1,82,0,0.03,70
MYANMAR (FORMERLY BURMA),2685,164,1606,834,78,2,0.06,60
NAMIBIA,511,6,506,0,0,0,0.25,22
NAURU,18,0,18,0,0,0,1.83,5
NEPAL,775,181,554,0,40,0,0.03,33
NETHERLAND ANTILLES,1504,0,1504,0,0,0,8.28,1527
NETHERLANDS,49688,8077,18773,22480,333,25,3.08,14340
NEW CALEDONIA,747,219,514,0,14,0,3.34,22
NEW ZEALAND,9294,1885,4838,2409,147,15,2.31,770
NICARAGUA,1203,0,1082,0,121,0,0.23,21
NIGER,207,75,126,0,7,0,0.02,9
NIGERIA,27711,17,9689,5485,313,12207,0.21,492
NIUE,1,0,1,0,0,0,0.47,0
NORWAY,12332,817,7795,3242,224,255,2.71,682
OCCUPIED PALESTINIAN TERRITORY,349,0,349,0,0,0,0.1,0
OMAN,8833,0,3035,4590,340,868,3.78,338
PAKISTAN,32423,3601,12067,14987,1768,0,0.21,131
PALAU,69,0,69,0,0,0,3.49,13
PANAMA,1678,0,1557,0,121,0,0.54,2462
PAPUA NEW GUINEA,1076,0,1001,75,0,0,0.19,55
PARAGUAY,1110,0,1039,0,71,0,0.2,21
PERU,7194,755,5034,346,544,515,0.27,152
PHILIPPINES,19478,4055,12288,1358,1777,0,0.24,646
PLURINATIONAL STATE OF BOLIVIA,3025,0,1652,1110,155,108,0.34,35
POLAND,82425,59364,14435,7033,1585,8,2.16,487
PORTUGAL,16694,3395,10487,1647,1165,0,1.6,1047
QATAR,11323,0,3664,7312,190,157,17.33,510
REPUBLIC OF CAMEROON,1035,0,906,0,129,0,0.06,77
REPUBLIC OF KOREA,127138,50187,54947,13745,8259,0,2.73,9115
REPUBLIC OF MOLDOVA,1170,92,482,561,35,0,0.3,10
REUNION,812,258,502,0,52,0,1.05,47
ROMANIA,27560,9407,8138,9200,815,0,1.26,97
RUSSIAN FEDERATION,437481,122662,89815,213981,5576,5447,3.02,4042
RWANDA,142,0,128,0,14,0,0.02,10
SAINT HELENA,3,0,3,0,0,0,0.7,0
SAINT LUCIA,98,0,98,0,0,0,0.6,4
SAMOA,42,0,42,0,0,0,0.23,7
SAO TOME & PRINCIPE,18,0,18,0,0,0,0.12,3
SAUDI ARABIA,89248,0,59181,26720,3284,63,4,3408
SENEGAL,1357,77,1044,6,230,0,0.13,185
SEYCHELLES,150,0,150,0,0,0,1.84,82
SIERRA LEONE,178,0,155,0,23,0,0.04,0
SINGAPORE,8490,9,5660,2801,20,0,2.08,20463
SLOVAKIA,10770,4810,1988,3541,428,4,1.99,28
SLOVENIA,4230,1598,1880,566,186,0,2.12,21
SOLOMON ISLANDS,44,0,44,0,0,0,0.1,7
SOMALIA,162,0,162,0,0,0,0.02,56
SOUTH AFRICA,110297,97555,10847,674,1220,0,2.37,2981
SPAIN,87564,20802,47339,13337,6086,0,2.08,8467
SRI LANKA,3021,63,2800,0,158,0,0.16,192
ST. KITTS-NEVIS,54,0,54,0,0,0,1.12,3
ST. PIERRE & MIQUELON,18,0,18,0,0,0,2.84,5
ST. VINCENT & THE GRENADINES,54,0,54,0,0,0,0.5,0
SUDAN,2474,0,2437,0,37,0,0.07,252
SURINAME,421,0,409,2,9,0,0.86,47
SWAZILAND,284,109,176,0,0,0,0.26,1
SWEDEN,14939,2772,11275,555,337,0,1.67,1844
SWITZERLAND,10956,139,8684,1641,491,0,1.49,1011
SYRIAN ARAB REPUBLIC,14801,3,10270,3467,656,406,0.85,83
TAIWAN,67239,36258,23910,4559,2512,0,2.97,4099
TAJIKISTAN,566,29,227,287,23,0,0.09,3
THAILAND,61242,10272,33112,13434,4424,0,0.94,2123
TIMOR-LESTE (FORMERLY EAST TIMOR),44,0,44,0,0,0,0.05,2
TOGO,399,0,290,0,109,0,0.08,28
TONGA,32,0,32,0,0,0,0.32,1
TRINIDAD AND TOBAGO,8723,0,1126,7493,104,0,6.68,593
TUNISIA,5794,17,3182,1704,821,69,0.6,0
TURKEY,59592,22451,21302,11068,4770,1,0.9,1281
TURKMENISTAN,12163,0,4085,8017,61,0,2.62,358
TURKS AND CAICOS ISLANDS,28,0,28,0,0,0,1.08,0
TUVALU,3,0,3,0,0,0,0,0
UGANDA,436,0,367,0,69,0,0.02,31
UKRAINE,96109,42382,12193,40320,1214,0,2.02,309
UNITED ARAB EMIRATES,29136,130,7889,19709,1088,320,8.57,10882
UNITED KINGDOM,147261,39512,51556,53640,1525,1027,2.46,10162
UNITED REPUBLIC OF TANZANIA,1038,40,837,0,161,0,0.03,81
UNITED STATES OF AMERICA,1547778,560926,648067,324514,12829,1442,5.24,33335
URUGUAY,1254,1,1079,30,143,0,0.38,298
UZBEKISTAN,34672,1058,5588,27373,653,0,1.36,0
VANUATU,23,0,23,0,0,0,0.11,8
VENEZUELA,52387,43,34848,14144,1047,2305,2.04,645
VIET NAM,21480,8727,8052,1421,3281,0,0.26,318
WALLIS AND FUTUNA ISLANDS,7,0,7,0,0,0,0.46,1
YEMEN,4719,0,4509,0,210,0,0.24,186
YUGOSLAVIA (MONTENEGRO & SERBIA),13787,9624,2745,1137,282,0,1.3,53
ZAMBIA,576,88,440,0,48,0,0.05,40
ZIMBABWE,2906,2234,619,0,54,0,0.23,30
